Engg Per,Uni_Grade,Experinece,Interview_Score,No_Patents,Test_Marks,Qualification,Salary
76,1,8,8,0,40,Ph.D,1515000
55,4,12,6,2,30,Bachelor,2436000
76,3,3,8,1,40,Bachelor,1081000
68,3,10,7,0,35,Ph.D,1998000
80,4,18,8,1,40,Ph.D,3130000
81,3,19,8,2,40,Bachelor,2847000
72,1,0,7,0,35,Master,748000
54,2,19,5,0,25,Bachelor,2258000
52,2,16,5,1,25,Ph.D,2387000
50,4,11,5,1,25,Ph.D,1826000
67,3,0,7,0,35,Bachelor,578000
72,3,15,7,2,35,Ph.D,2831000
78,2,2,8,0,40,Ph.D,945000
68,1,10,7,0,35,Bachelor,1269000
80,4,20,8,1,40,Ph.D,3382000
61,1,7,6,1,30,Bachelor,757000
58,2,3,6,1,30,Ph.D,729000
68,3,16,7,0,35,Master,1822000
56,2,1,6,1,30,Bachelor,642000
58,3,0,6,0,30,Bachelor,587000
75,2,18,8,2,40,Bachelor,2458000
76,2,19,8,2,40,Master,2500000
85,2,10,9,1,45,Bachelor,1140000
79,4,5,8,0,40,Master,1427000
76,1,7,8,0,40,Bachelor,834000
72,1,16,7,0,35,Bachelor,2262000
54,3,8,5,0,25,Bachelor,1165000
78,1,16,8,2,40,Master,2684000
77,3,14,8,2,40,Master,2083000
64,4,20,6,0,30,Master,2866000
84,4,16,8,0,40,Ph.D,3041000
50,3,8,5,2,25,Bachelor,1666000
56,2,6,6,2,30,Ph.D,2075000
57,1,16,6,1,30,Ph.D,2402000
71,4,3,7,1,35,Bachelor,657000
57,4,0,6,2,30,Bachelor,980000
51,2,16,5,1,25,Master,2132000
65,1,20,7,2,35,Ph.D,3151000
56,1,0,6,1,30,Bachelor,-31000
65,2,15,7,2,35,Bachelor,2145000
79,4,3,8,0,40,Master,653000
74,2,11,7,2,35,Ph.D,2573000
55,4,16,6,1,30,Bachelor,1921000
81,2,11,8,0,40,Master,1264000
58,2,11,6,0,30,Ph.D,1605000
74,4,11,7,1,35,Ph.D,1906000
81,4,1,8,2,40,Bachelor,1000000
55,4,8,6,1,30,Master,1381000
70,1,6,7,0,35,Bachelor,1174000
84,2,6,8,2,40,Bachelor,1111000
51,4,19,5,2,25,Bachelor,3120000
61,3,19,6,1,30,Master,2071000
55,2,5,6,2,30,Master,1335000
61,4,20,6,0,30,Bachelor,2472000
66,2,0,7,1,35,Bachelor,269000
55,3,18,6,0,30,Ph.D,2547000
50,1,10,5,1,25,Master,1432000
60,1,15,6,2,30,Master,2543000
58,1,12,6,2,30,Bachelor,1969000
57,3,11,6,0,30,Master,1171000
55,4,15,6,1,30,Ph.D,2643000
67,1,14,7,2,35,Master,2534000
50,3,13,5,0,25,Ph.D,2448000
78,3,7,8,1,40,Ph.D,1477000
65,1,0,7,1,35,Ph.D,748000
70,3,17,7,1,35,Ph.D,2993000
59,2,12,6,2,30,Master,1764000
68,1,1,7,2,35,Ph.D,1638000
74,2,19,7,2,35,Master,2844000
79,1,17,8,1,40,Ph.D,2644000
65,2,14,7,1,35,Bachelor,1788000
58,3,13,6,0,30,Bachelor,1725000
84,3,20,8,0,40,Master,2376000
59,1,8,6,2,30,Ph.D,1635000
52,2,18,5,2,25,Ph.D,3226000
62,2,10,6,1,30,Ph.D,1845000
61,4,1,6,0,30,Ph.D,1216000
84,4,15,8,0,40,Master,2571000
73,1,15,7,2,35,Master,2247000
84,2,9,8,1,40,Master,1256000
65,1,8,7,2,35,Bachelor,1900000
77,3,6,8,0,40,Ph.D,1641000
51,4,18,5,2,25,Master,2580000
69,2,17,7,1,35,Bachelor,1961000
56,4,5,6,1,30,Master,1275000
61,4,16,6,2,30,Bachelor,2460000
57,2,10,6,2,30,Bachelor,1671000
50,2,6,5,2,25,Ph.D,1651000
51,3,4,5,0,25,Bachelor,1032000
72,4,12,7,0,35,Ph.D,2190000
69,3,20,7,2,35,Ph.D,3127000
70,3,14,7,0,35,Ph.D,2047000
76,2,3,8,0,40,Master,908000
62,1,17,6,2,30,Master,2342000
74,3,15,7,2,35,Ph.D,3058000
82,4,1,8,1,40,Master,1069000
58,2,20,6,2,30,Master,2981000
50,1,2,5,2,25,Bachelor,1154000
66,2,15,7,2,35,Bachelor,2042000
52,4,9,5,2,25,Master,1566000
74,1,4,7,1,35,Master,1091000
79,4,20,8,0,40,Bachelor,2804000
65,3,17,7,2,35,Ph.D,3051000
58,4,2,6,2,30,Master,1483000
50,4,6,5,2,25,Master,1584000
56,2,2,6,0,30,Master,885000
65,1,12,7,1,35,Master,1252000
52,1,10,5,0,25,Ph.D,1873000
67,4,7,7,0,35,Master,1023000
71,2,0,7,0,35,Bachelor,454000
73,3,11,7,1,35,Master,1951000
58,2,0,6,1,30,Bachelor,640000
51,3,3,5,2,25,Bachelor,1129000
59,3,2,6,2,30,Bachelor,825000
69,2,20,7,0,35,Bachelor,2559000
53,3,5,5,2,25,Ph.D,1415000
61,1,10,6,1,30,Bachelor,1678000
77,4,5,8,1,40,Master,1300000
66,4,5,7,2,35,Ph.D,1941000
76,2,8,8,1,40,Master,1470000
58,2,14,6,0,30,Master,1784000
79,2,2,8,2,40,Bachelor,904000
77,1,7,8,0,40,Ph.D,1668000
84,2,7,8,2,40,Master,1535000
81,1,6,8,2,40,Bachelor,1087000
74,1,13,7,0,35,Bachelor,1585000
67,2,16,7,0,35,Bachelor,1632000
74,2,15,7,0,35,Master,2277000
80,3,13,8,1,40,Bachelor,1462000
76,3,19,8,1,40,Bachelor,2183000
79,1,4,8,0,40,Ph.D,1533000
65,4,13,7,2,35,Ph.D,3043000
71,3,6,7,2,35,Master,1273000
51,1,0,5,2,25,Master,508000
81,4,0,8,0,40,Master,551000
79,4,12,8,1,40,Bachelor,2066000
55,1,1,6,0,30,Bachelor,590000
80,2,1,8,2,40,Bachelor,549000
60,2,11,6,0,30,Ph.D,1515000
69,1,12,7,1,35,Bachelor,1787000
85,3,0,9,0,45,Master,851000
85,3,9,9,0,45,Bachelor,1692000
55,1,5,6,0,30,Master,981000
51,3,0,5,2,25,Master,939000
53,4,0,5,2,25,Ph.D,1190000
82,2,5,8,0,40,Bachelor,1157000
69,3,10,7,2,35,Ph.D,2578000
69,1,18,7,1,35,Ph.D,2671000
81,1,12,8,2,40,Bachelor,2303000
63,2,11,6,0,30,Master,1709000
75,2,16,8,2,40,Master,2516000
78,3,20,8,0,40,Ph.D,2760000
56,1,12,6,1,30,Bachelor,1656000
53,,5,5,0,25,Bachelor,739000
54,2,5,5,2,25,Bachelor,1022000
68,,19,7,2,35,Master,3050000
85,2,1,9,0,45,Master,413000
58,3,13,6,0,30,Ph.D,2061000
61,4,9,6,2,30,Bachelor,1892000
78,3,11,8,1,40,Bachelor,1407000
72,4,4,7,0,35,Master,896000
56,,10,6,2,30,Ph.D,2321000
70,2,1,7,0,35,Bachelor,443000
50,3,10,5,2,25,Ph.D,2483000
85,,8,9,2,45,Ph.D,1839000
52,3,17,5,2,25,Ph.D,3149000
58,2,2,6,0,30,Bachelor,321000
64,2,10,6,0,30,Ph.D,1856000
71,3,5,7,2,35,Master,1120000
56,4,10,6,1,30,Ph.D,2270000
62,2,3,6,1,30,Ph.D,1286000
61,,4,6,1,30,Bachelor,487000
62,,6,6,0,30,Bachelor,1015000
78,3,19,8,1,40,Bachelor,2463000
68,4,20,7,0,35,Ph.D,2714000
55,3,9,6,1,30,Ph.D,2009000
82,4,14,8,1,40,Ph.D,2975000
85,3,2,9,1,45,Master,884000
79,4,1,8,1,40,Ph.D,1557000
60,1,1,6,0,30,Master,659000
76,1,10,8,2,40,Master,1905000
69,4,9,7,2,35,Bachelor,1708000
80,4,8,8,1,40,Master,1715000
69,3,16,7,2,35,Bachelor,2173000
52,2,20,5,2,25,Ph.D,3434000
67,3,7,7,0,35,Master,909000
54,3,20,5,2,25,Bachelor,2664000
78,1,3,8,0,40,Ph.D,919000
84,3,19,8,1,40,Bachelor,2205000
84,2,11,8,2,40,Ph.D,2671000
56,3,16,6,0,30,Ph.D,2481000
81,3,7,8,1,40,Master,1437000
70,4,10,7,0,35,Ph.D,2448000
62,1,16,6,0,30,Ph.D,2675000
75,2,14,8,2,40,Ph.D,2435000
68,2,4,7,1,35,Master,1021000
61,4,20,6,1,30,Ph.D,2948000
82,1,19,8,0,40,Bachelor,2319000
55,1,0,6,2,30,Ph.D,1183000
75,3,19,8,1,40,Ph.D,2913000
73,3,2,7,2,35,Ph.D,1639000
63,3,2,6,1,30,Ph.D,1293000
77,2,14,8,0,40,Bachelor,1459000
62,1,16,6,1,30,Master,2318000
57,2,4,6,0,30,Bachelor,730000
78,1,4,8,1,40,Bachelor,936000
63,2,8,6,2,30,Bachelor,1362000
68,3,19,7,1,35,Master,2745000
61,2,5,6,0,30,Master,1020000
85,1,11,9,1,45,Bachelor,1297000
61,1,5,6,1,30,Master,735000
81,4,10,8,1,40,Bachelor,1440000
57,4,5,6,0,30,Bachelor,783000
56,1,13,6,1,30,Ph.D,1823000
51,3,2,5,2,25,Ph.D,1671000
51,4,12,5,0,25,Ph.D,1841000
66,3,10,7,1,35,Master,1719000
71,2,1,7,0,35,Master,859000
61,2,5,6,2,30,Bachelor,1169000
80,2,1,8,0,40,Master,853000
64,1,20,6,2,30,Bachelor,2989000
76,4,12,8,1,40,Bachelor,1983000
60,1,10,6,1,30,Ph.D,1490000
51,3,0,5,2,25,Bachelor,493000
77,3,13,8,1,40,Ph.D,2340000
71,3,16,7,2,35,Bachelor,2125000
78,1,2,8,1,40,Bachelor,682000
80,2,9,8,1,40,Master,1260000
66,3,19,7,1,35,Ph.D,2646000
75,4,17,8,1,40,Ph.D,2786000
84,2,5,8,0,40,Master,1304000
54,3,1,5,0,25,Ph.D,755000
72,4,0,7,1,35,Master,1019000
64,3,17,6,0,30,Bachelor,2001000
62,1,18,6,2,30,Master,2773000
78,1,14,8,0,40,Bachelor,1680000
75,4,12,8,2,40,Bachelor,2253000
69,2,5,7,0,35,Bachelor,963000
73,1,18,7,0,35,Bachelor,2114000
64,2,3,6,2,30,Master,1412000
79,2,5,8,2,40,Master,970000
82,4,12,8,1,40,Bachelor,2205000
58,1,4,6,1,30,Ph.D,912000
51,4,11,5,0,25,Ph.D,2307000
55,4,17,6,2,30,Bachelor,2493000
63,1,1,6,1,30,Ph.D,1234000
80,1,20,8,0,40,Ph.D,2892000
79,2,7,8,1,40,Bachelor,1522000
81,3,0,8,0,40,Bachelor,486000
64,2,1,6,2,30,Ph.D,1219000
57,4,4,6,1,30,Master,1289000
593,4,19,6,1,30,Master,2638000
77,3,7,8,2,40,Ph.D,1671000
75,3,13,8,0,40,Master,2030000
68,2,1,7,2,35,Ph.D,1055000
61,4,10,6,1,30,Ph.D,2464000
67,3,1,7,2,35,Bachelor,625000
73,3,5,7,2,35,Bachelor,1632000
54,4,15,5,0,25,Bachelor,1794000
51,4,0,5,0,25,Master,992000
60,4,6,6,0,30,Ph.D,1371000
84,4,17,8,0,40,Bachelor,2265000
67,3,10,7,0,35,Master,1219000
65,3,6,7,2,35,Bachelor,1120000
63,2,17,6,2,30,Ph.D,3286000
50,4,9,5,0,25,Master,1669000
65,4,11,7,2,35,Ph.D,2939000
69,1,8,7,1,35,Bachelor,1014000
79,2,0,8,0,40,Master,820000
67,1,1,7,2,35,Ph.D,1324000
69,1,17,7,0,35,Ph.D,2726000
51,4,4,5,2,25,Bachelor,972000
54,1,1,5,0,25,Ph.D,864000
54,4,15,5,0,25,Ph.D,2196000
53,4,0,5,0,25,Ph.D,903000
64,4,13,6,0,30,Master,2066000
71,4,1,7,1,35,Ph.D,1106000
62,2,0,6,2,30,,884000
73,2,8,7,2,35,Ph.D,1864000
67,3,15,7,2,35,Master,2468000
61,4,10,6,2,30,Master,1942000
62,2,17,6,0,30,Bachelor,1784000
70,2,11,7,0,35,Ph.D,1577000
62,2,5,6,0,30,Bachelor,873000
72,3,7,7,0,35,Bachelor,1379000
52,2,1,5,0,25,Bachelor,233000
652,3,20,7,1,35,Master,2304000
84,4,14,8,1,40,,2910000
72,4,8,7,2,35,,2273000
60,1,6,6,0,30,Ph.D,966000
79,4,1,8,1,40,Bachelor,1220000
74,4,8,7,1,35,Bachelor,1256000
69,2,8,7,0,35,Master,1577000
76,2,14,8,1,40,Bachelor,2087000
73,1,11,7,1,35,Bachelor,1336000
74,4,13,7,2,35,,2463000
83,3,4,8,2,40,Bachelor,1340000
790,1,15,8,1,40,Master,2176000
67,2,9,7,1,35,,1779000
62,4,14,6,2,30,Bachelor,2729000
57,2,0,6,0,30,Master,130000
84,3,1,8,0,40,Master,1030000
79,4,18,8,2,40,Bachelor,2586000
50,2,14,5,1,25,Bachelor,1629000
67,4,8,7,1,35,Ph.D,2298000
80,2,0,8,0,40,Bachelor,176000
71,2,5,7,1,35,Bachelor,795000
62,1,17,6,2,30,Bachelor,2288000
62,3,1,6,0,30,Master,550000
55,3,5,6,2,30,Bachelor,912000
62,4,19,6,0,30,,2618000
76,4,9,8,0,40,Bachelor,1482000
63,4,0,6,0,30,Master,995000
62,4,16,6,2,30,,3034000
58,4,19,6,2,30,Master,3110000
57,2,18,6,2,30,Ph.D,2574000
71,2,4,7,2,35,Bachelor,816000
63,1,20,6,2,30,Master,2395000
56,1,13,6,0,30,Ph.D,2168000
52,1,13,5,0,25,Master,1716000
71,4,15,7,0,35,Bachelor,2441000
850,1,18,9,1,45,Master,2060000
85,4,5,9,2,45,Bachelor,1513000
66,1,18,7,1,35,Master,2536000
71,3,12,7,0,35,Ph.D,1812000
52,1,5,5,0,25,Ph.D,1510000
63,2,17,6,2,30,Ph.D,3158000
52,2,2,5,1,25,Bachelor,454000
61,2,1,6,0,30,Master,540000
81,2,10,8,1,40,Ph.D,1840000
65,2,13,7,0,35,Ph.D,2310000
50,4,12,5,2,25,Bachelor,1959000
57,4,15,6,0,30,Ph.D,2747000
62,4,4,6,2,30,Bachelor,1014000
53,1,18,5,0,25,Master,2173000
55,4,14,6,0,30,Ph.D,2157000
51,2,6,5,0,25,Ph.D,1339000
54,4,14,5,0,25,Master,1723000
50,4,16,5,2,25,Bachelor,2468000
64,4,3,6,2,30,Master,1163000
75,4,8,8,0,40,Master,1558000
61,,18,6,2,30,Ph.D,3542000
79,3,0,8,2,40,Ph.D,1229000
65,3,9,7,0,35,Master,1711000
72,1,19,7,0,35,Master,2175000
70,2,9,7,1,35,Master,1239000
71,,10,7,2,35,,1796000
73,,11,7,1,35,,1778000
85,3,18,9,2,45,Bachelor,2646000
60,2,15,6,0,30,Ph.D,2390000
79,1,8,8,1,40,Ph.D,1424000
84,3,5,8,0,40,Ph.D,1715000
53,,6,5,0,25,Master,1125000
81,3,19,8,1,40,Bachelor,2229000
66,,0,7,2,35,Ph.D,1698000
80,2,9,8,0,40,Bachelor,1353000
66,3,2,7,0,35,Master,731000
80,2,6,8,1,40,Ph.D,1201000
70,,2,7,1,35,,802000
80,4,13,8,2,40,Ph.D,2721000
77,4,4,8,1,40,,763000
80,3,15,8,1,40,Master,1966000
84,4,19,8,2,40,Bachelor,2892000
52,1,11,5,0,25,Master,1073000
69,3,14,7,0,35,Bachelor,2182000
67,1,1,7,2,35,Ph.D,1112000
66,1,0,7,2,35,Bachelor,1129000
63,2,2,6,0,30,Bachelor,626000
55,2,19,6,1,30,Master,2497000
83,2,0,8,0,40,Ph.D,1241000
57,3,18,6,2,30,Ph.D,2957000
50,4,1,5,2,25,Bachelor,1436000
78,1,16,8,0,40,Master,2097000
70,2,7,7,0,35,Master,756000
75,2,12,8,0,40,Ph.D,2054000
79,1,6,8,0,40,Bachelor,662000
73,3,18,7,1,35,Ph.D,2398000
73,3,1,7,0,35,Ph.D,916000
85,4,9,9,0,45,Ph.D,1835000
81,3,14,8,0,40,Master,1887000
85,4,5,9,2,45,Bachelor,1984000
75,3,15,8,0,40,Master,2098000
67,3,3,7,1,35,Ph.D,1008000
72,3,4,7,2,35,Ph.D,1682000
57,2,18,6,2,30,Ph.D,2912000
80,2,4,8,1,40,Bachelor,1214000
52,1,7,5,1,25,Bachelor,1090000
84,1,14,8,1,40,Bachelor,1555000
66,3,20,7,0,35,Master,2571000
79,1,4,8,2,40,Bachelor,1453000
76,4,6,8,2,40,Master,1735000
73,4,9,7,1,35,Bachelor,1490000
61,1,5,6,2,30,Master,1498000
72,4,8,7,1,35,Ph.D,1609000
81,2,10,8,2,40,Ph.D,2442000
66,1,8,7,2,35,Bachelor,1197000
,4,4,8,2,40,Master,1955000
,1,11,8,1,40,Bachelor,1313000
,2,13,8,2,40,Bachelor,1986000
,2,2,8,2,40,Bachelor,654000
64,4,7,6,2,30,Ph.D,2138000
57,2,6,6,2,30,Bachelor,1299000
66,1,12,7,2,35,Master,1785000
,2,0,8,1,40,Bachelor,830000
77,1,1,8,2,40,Bachelor,756000
51,4,12,5,1,25,Bachelor,1540000
79,2,12,8,1,40,Master,1366000
77,1,3,8,2,40,Ph.D,1801000
79,1,11,8,2,40,Master,1669000
62,2,18,6,1,30,Bachelor,2015000
70,1,8,7,1,35,Master,963000
64,3,18,6,0,30,Master,2620000
60,4,8,6,2,30,Master,2076000
55,2,15,6,1,30,Master,1909000
76,2,18,8,2,40,Bachelor,2304000
54,1,12,5,0,25,Ph.D,1640000
63,2,6,6,2,30,Ph.D,2082000
68,1,3,7,0,35,Bachelor,792000
55,2,7,6,2,30,Master,1210000
73,4,10,7,2,35,Bachelor,2257000
59,1,17,6,0,30,Master,1725000
68,1,5,7,0,35,Ph.D,972000
57,1,15,6,0,30,Ph.D,2312000
56,4,0,6,2,30,Ph.D,1792000
74,1,16,7,0,35,Bachelor,1783000
64,3,12,6,2,30,Bachelor,2350000
67,2,13,7,1,35,Bachelor,1630000
51,2,0,5,1,25,Master,76000
76,1,13,8,2,40,Bachelor,1857000
59,1,9,6,0,30,Ph.D,2043000
64,2,7,6,2,30,Bachelor,1321000
58,1,19,6,2,30,Master,2598000
65,1,3,7,0,35,Ph.D,1268000
,1,15,8,1,40,Bachelor,2016000
63,4,9,6,2,30,Bachelor,1864000
,2,13,8,2,40,Ph.D,2918000
,4,14,8,2,40,Master,2642000
79,3,14,8,2,40,Master,2012000
,3,10,8,1,40,Ph.D,1793000
57,3,13,6,2,30,Master,1797000
62,4,10,6,1,30,Bachelor,1847000
67,1,17,7,0,35,Bachelor,1706000
74,3,18,7,1,35,Ph.D,2447000
79,4,19,8,0,40,Master,2941000
50,3,3,5,0,25,Bachelor,299000
65,1,3,7,1,35,Ph.D,1000000
84,4,8,8,0,40,Master,1665000
73,2,12,7,2,35,Bachelor,2309000
53,1,3,5,0,25,Bachelor,802000
77,2,8,8,1,40,Ph.D,1652000
82,1,9,8,2,40,Ph.D,2091000
76,4,11,8,0,40,Master,1708000
81,1,8,8,1,40,Master,1144000
51,3,0,5,2,25,Ph.D,1144000
76,4,0,8,1,40,Ph.D,967000
65,4,8,7,1,35,Master,1778000
78,2,2,8,1,40,Bachelor,538000
61,2,9,6,1,30,Master,941000
58,4,20,6,0,30,Bachelor,2880000
72,1,15,7,0,35,Bachelor,2134000
67,3,14,7,0,35,Master,2245000
68,4,4,7,0,35,Bachelor,947000
50,4,18,5,1,25,Ph.D,2576000
79,1,4,8,2,40,Bachelor,1585000
53,2,14,5,0,25,Ph.D,1897000
57,1,3,6,1,30,Bachelor,345000
71,2,17,7,2,35,Ph.D,2611000
51,1,18,5,0,25,Master,1764000
59,3,15,6,1,30,Ph.D,2136000
59,3,19,6,0,30,Bachelor,2090000
64,2,14,6,1,30,Bachelor,1519000
62,1,11,6,2,30,Bachelor,2068000
68,3,7,7,0,35,Ph.D,1940000
51,3,19,5,0,25,Bachelor,2040000
59,3,6,6,0,30,Master,919000
53,3,3,5,1,25,Ph.D,1484000
62,4,6,6,2,30,Bachelor,1790000
78,2,18,8,2,40,Bachelor,2884000
82,3,7,8,1,40,Master,1343000
76,2,5,8,1,40,Bachelor,1158000
56,2,8,6,0,30,Bachelor,1427000
71,1,10,7,0,35,Ph.D,1647000
74,2,8,7,0,35,Bachelor,1439000
68,2,5,7,1,35,Bachelor,1217000
83,4,14,8,2,40,Ph.D,2986000
50,2,8,5,0,25,Master,761000
82,4,11,8,0,40,Bachelor,2196000
71,1,2,7,0,35,Master,497000
58,1,7,6,0,30,Master,1290000
50,3,11,5,2,25,Bachelor,1781000
67,3,3,7,1,35,Master,770000
59,2,19,6,0,30,Ph.D,2758000
81,3,12,8,0,40,Bachelor,1797000
74,2,5,7,1,35,Bachelor,1086000
62,4,9,6,2,30,Master,1979000
81,2,6,8,1,40,Bachelor,847000
660,2,8,7,1,35,Master,1624000
77,4,7,8,0,40,Ph.D,1668000
67,4,16,7,2,35,Ph.D,3474000
72,1,11,7,0,35,Master,1543000
82,3,16,8,0,40,Ph.D,2866000
79,1,13,8,1,40,Bachelor,2050000
53,3,3,5,0,25,Master,798000
83,4,14,8,0,40,Master,2168000
730,4,6,7,0,35,Master,975000
61,3,19,6,1,30,Bachelor,2268000
80,1,9,8,0,40,Ph.D,1759000
63,2,2,6,0,30,Ph.D,1212000
75,4,15,8,2,40,Ph.D,3122000
77,4,8,8,0,40,Bachelor,1531000
69,4,8,7,1,35,Ph.D,2225000
68,2,4,7,0,35,Bachelor,994000
50,1,11,5,1,25,Master,1119000
61,1,20,6,2,30,Ph.D,3226000
54,1,14,5,1,25,Ph.D,2425000
79,3,17,8,2,40,Bachelor,2865000
59,1,18,6,0,30,Master,2240000
65,2,19,7,2,35,Master,2936000
56,4,17,6,1,30,Master,2085000
50,1,6,5,0,25,Master,1150000
53,3,15,5,0,25,Bachelor,2235000
66,2,8,7,1,35,Master,1492000
67,3,15,7,2,35,Ph.D,3021000
55,3,1,6,0,30,Ph.D,971000
74,1,3,7,2,35,Bachelor,926000
76,3,13,8,1,40,Bachelor,1457000
65,3,4,7,1,35,Master,984000
78,3,16,8,2,40,Ph.D,2844000
70,4,13,7,1,35,Ph.D,2076000
54,3,3,5,2,25,Bachelor,1190000
58,1,12,6,2,30,Bachelor,1864000
,4,9,8,1,40,Ph.D,1721000
73,3,4,7,2,35,Bachelor,1186000
84,2,17,8,2,40,Ph.D,2874000
55,3,11,6,1,30,Bachelor,1559000
82,3,11,8,1,40,Master,1467000
,3,7,8,1,40,Bachelor,1242000
,4,20,8,2,40,Ph.D,3920000
72,2,3,7,0,35,Ph.D,819000
85,4,12,9,0,45,Ph.D,2097000
53,3,20,5,2,25,Bachelor,2849000
,1,17,8,2,40,Master,2251000
69,4,4,7,1,35,Bachelor,1194000
64,4,12,6,0,30,Ph.D,2390000
81,4,16,8,0,40,Bachelor,2041000
,3,8,8,1,40,Ph.D,1681000
74,1,0,7,2,35,Bachelor,811000
,4,10,8,2,40,Ph.D,2498000
64,4,16,6,1,30,Ph.D,3040000
82,2,17,8,0,40,Bachelor,1776000
55,4,4,6,1,30,Bachelor,1122000
81,1,20,8,0,40,Ph.D,2609000
83,4,20,8,0,40,Ph.D,3374000
52,2,3,5,2,25,Bachelor,833000
81,4,5,8,1,40,Master,1123000
82,1,11,8,0,40,Bachelor,1210000
68,3,15,7,2,35,Ph.D,2427000
72,1,17,7,0,35,Bachelor,1989000
58,2,18,6,0,30,Ph.D,2792000
65,1,19,7,1,35,Master,1931000
59,3,4,6,2,30,Bachelor,873000
,4,0,8,2,40,Bachelor,780000
61,1,10,6,0,30,Ph.D,2097000
61,4,8,6,0,30,Ph.D,1793000
60,1,9,6,1,30,Master,1675000
50,2,11,5,0,25,Master,1353000
53,4,19,5,1,25,Master,2748000
83,3,9,8,0,40,Bachelor,1209000
,3,9,8,0,40,Master,1724000
85,2,19,9,1,45,Bachelor,2710000
75,2,9,8,0,40,Ph.D,1831000
71,1,15,7,1,35,Bachelor,1581000
54,2,19,5,2,25,Master,2443000
78,1,9,8,2,40,Master,1539000
53,1,12,5,1,25,Ph.D,1799000
71,4,9,7,2,35,Master,1877000
77,1,0,8,0,40,Master,109000
70,3,4,7,1,35,Master,952000
77,2,16,8,2,40,Bachelor,2777000
81,1,20,8,0,40,Master,2254000
68,4,18,7,1,35,Bachelor,2133000
81,4,10,8,0,40,Ph.D,2225000
84,3,5,8,2,40,Bachelor,1129000
82,3,11,8,1,40,Bachelor,1358000
51,2,3,5,2,25,Master,712000
65,4,7,7,1,35,Ph.D,1747000
82,4,0,8,0,40,Ph.D,1049000
64,3,3,6,0,30,Ph.D,1084000
50,2,9,5,1,25,Master,945000
53,1,18,5,1,25,Bachelor,2425000
82,4,12,8,1,40,Bachelor,1892000
73,2,9,7,1,35,Master,1220000
52,1,17,5,1,25,Master,2026000
56,3,3,6,1,30,Master,862000
72,4,5,7,2,35,Bachelor,1731000
78,4,4,8,1,40,Ph.D,1698000
54,4,9,5,1,25,Master,1715000
60,3,19,6,2,30,Bachelor,2698000
70,4,3,7,2,35,Bachelor,973000
56,3,16,6,1,30,Master,2051000
61,3,6,6,2,30,Bachelor,1150000
77,2,1,8,2,40,Bachelor,1084000
53,3,15,5,0,25,Ph.D,1975000
69,2,19,7,1,35,Bachelor,1994000
52,2,11,5,2,25,Bachelor,1598000
56,3,0,6,2,30,Master,853000
68,1,14,7,1,35,Master,1484000
66,4,6,7,2,35,Ph.D,2222000
57,4,0,6,0,30,Bachelor,194000
61,2,13,6,1,30,Bachelor,1931000
67,4,16,7,1,35,Master,1991000
56,3,6,6,2,30,Ph.D,1458000
67,1,9,7,1,35,Bachelor,983000
68,2,8,7,0,35,Ph.D,1681000
72,2,15,7,2,35,Ph.D,2516000
77,2,15,8,2,40,Ph.D,2558000
83,1,12,8,0,40,Bachelor,1337000
52,2,3,5,1,25,Bachelor,513000
80,3,4,8,2,40,Master,1689000
57,3,7,6,2,30,Ph.D,1581000
55,2,9,6,0,30,Ph.D,1676000
69,1,15,7,2,35,Ph.D,3069000
83,3,19,8,1,40,Master,2384000
74,3,13,7,2,35,Bachelor,2448000
82,1,1,8,1,40,Bachelor,486000
50,4,4,5,2,25,Ph.D,1460000
75,2,16,8,2,40,Master,2703000
66,2,19,7,2,35,Bachelor,2343000
60,1,8,6,2,30,Ph.D,2253000
64,2,9,6,0,30,Master,1582000
51,1,12,5,0,25,Bachelor,1556000
74,2,11,7,2,35,Ph.D,2269000
71,1,9,7,0,35,Bachelor,1368000
50,1,1,5,1,25,Bachelor,608000
67,2,1,7,2,35,Bachelor,540000
73,1,9,7,0,35,Ph.D,1550000
72,1,14,7,0,35,Ph.D,2235000
50,2,16,5,0,25,Bachelor,1917000
64,4,10,6,1,30,Master,1869000
57,4,2,6,2,30,Ph.D,1940000
75,1,5,8,0,40,Bachelor,532000
60,3,18,6,2,30,Bachelor,2198000
62,1,18,6,2,30,Bachelor,2721000
52,4,10,5,1,25,Bachelor,1897000
78,1,8,8,1,40,Ph.D,1895000
51,3,17,5,2,25,Bachelor,2097000
79,2,0,8,1,40,Ph.D,1224000
73,1,4,7,1,35,Bachelor,1040000
61,3,13,6,1,30,Ph.D,2193000
75,3,10,8,0,40,Master,1269000
81,1,8,8,0,40,Master,1431000
66,4,17,7,2,35,Bachelor,2753000
61,1,9,6,0,30,Bachelor,913000
75,4,6,8,1,40,Ph.D,1614000
51,3,19,5,2,25,Ph.D,3392000
84,4,13,8,0,40,Bachelor,1791000
68,1,6,7,2,35,Master,1249000
64,2,11,6,1,30,Ph.D,2050000
50,3,19,5,1,25,Master,2352000
83,1,7,8,2,40,Master,1165000
57,3,6,6,1,30,Ph.D,1794000
77,2,6,8,2,40,Ph.D,2164000
80,2,17,8,0,40,Bachelor,2145000
70,3,6,7,2,35,Ph.D,2151000
79,1,11,8,1,40,Ph.D,2170000
57,2,7,6,1,30,Master,1055000
68,2,8,7,2,35,Master,1362000
60,1,14,6,0,30,Ph.D,1928000
72,3,7,7,0,35,Ph.D,1457000
72,4,6,7,2,35,Master,1320000
